algorithm,edge_selection,inc_init,onion_init,area,cgal_area,pick_area,poly_to_ch_ratio,time,is_simple,points,points_on_poly,in_file
incremental,1,2a,-1,987950,987950,-1,0.464731,0.126,1,30,30,uniform-0000030-1
incremental,1,2b,-1,1013558,1013558,-1,0.476777,0.144,1,30,30,uniform-0000030-1
incremental,2,1a,-1,987864,987864,-1,0.464690,0.077,1,30,30,uniform-0000030-1
incremental,2,1b,-1,638408,638408,-1,0.300307,0.24,1,30,30,uniform-0000030-1
incremental,2,2a,-1,994346,994346,-1,0.467740,0.122,1,30,30,uniform-0000030-1
incremental,2,2b,-1,1046274,1046274,-1,0.492166,0.103,1,30,30,uniform-0000030-1
incremental,3,1a,-1,1857094,1857094,-1,0.873576,0.14,1,30,30,uniform-0000030-1
incremental,3,1b,-1,1638112,1638112,-1,0.770567,0.089,1,30,30,uniform-0000030-1
incremental,3,2a,-1,1770710,1770710,-1,0.832941,0.102,1,30,30,uniform-0000030-1
incremental,3,2b,-1,1685894,1685894,-1,0.793043,0.121,1,30,30,uniform-0000030-1
incremental,1,1a,-1,35213498,35213498,-1,0.615166,0.178,1,30,30,euro-night-0000030
incremental,1,1b,-1,27458722,27458722,-1,0.479693,0.154,1,30,30,euro-night-0000030
incremental,1,2a,-1,21903858,21903858,-1,0.382652,0.202,1,30,30,euro-night-0000030
incremental,1,2b,-1,29803374,29803374,-1,0.520653,0.351,1,30,30,euro-night-0000030
incremental,2,1a,-1,15712884,15712884,-1,0.274498,0.103,1,30,30,euro-night-0000030
incremental,2,1b,-1,17131360,17131360,-1,0.299278,0.15,1,30,30,euro-night-0000030
incremental,2,2a,-1,16241064,16241064,-1,0.283725,0.113,1,30,30,euro-night-0000030
incremental,2,2b,-1,14342170,14342170,-1,0.250552,0.122,1,30,30,euro-night-0000030
incremental,3,1a,-1,48738272,48738272,-1,0.851438,0.108,1,30,30,euro-night-0000030
incremental,3,1b,-1,44481678,44481678,-1,0.777077,0.115,1,30,30,euro-night-0000030
incremental,3,2a,-1,46426762,46426762,-1,0.811057,0.161,1,30,30,euro-night-0000030
incremental,3,2b,-1,43881772,43881772,-1,0.766597,0.169,1,30,30,euro-night-0000030
incremental,1,1a,-1,1381220,1381220,-1,0.553889,0.246,1,30,30,uniform-0000030-2
incremental,1,1b,-1,1492892,1492892,-1,0.598671,0.174,1,30,30,uniform-0000030-2
incremental,1,2a,-1,1480456,1480456,-1,0.593684,0.129,1,30,30,uniform-0000030-2
incremental,1,2b,-1,1691240,1691240,-1,0.678211,0.126,1,30,30,uniform-0000030-2
incremental,2,1a,-1,1017508,1017508,-1,0.408035,0.109,1,30,30,uniform-0000030-2
incremental,2,1b,-1,772376,772376,-1,0.309734,0.096,1,30,30,uniform-0000030-2
incremental,2,2a,-1,626742,626742,-1,0.251332,0.176,1,30,30,uniform-0000030-2
incremental,2,2b,-1,996400,996400,-1,0.399570,0.116,1,30,30,uniform-0000030-2
incremental,3,1a,-1,2016248,2016248,-1,0.808544,0.103,1,30,30,uniform-0000030-2
incremental,3,1b,-1,2034868,2034868,-1,0.816011,0.113,1,30,30,uniform-0000030-2
incremental,3,2b,-1,1907716,1907716,-1,0.765021,0.103,1,30,30,uniform-0000030-2
incremental,3,2a,-1,1994362,1994362,-1,0.799767,0.097,1,30,30,uniform-0000030-2
incremental,1,1a,-1,80582508,80582508,-1,0.486266,0.178,1,30,30,london-0000030
incremental,1,1b,-1,76155506,76155506,-1,0.459552,0.25,1,30,30,london-0000030
incremental,1,2a,-1,87637898,87637898,-1,0.528841,0.237,1,30,30,london-0000030
incremental,1,2b,-1,94458310,94458310,-1,0.569998,0.184,1,30,30,london-0000030
incremental,2,1a,-1,63760092,63760092,-1,0.384753,0.143,1,30,30,london-0000030
incremental,2,1b,-1,42860566,42860566,-1,0.258637,0.114,1,30,30,london-0000030
incremental,2,2a,-1,32944734,32944734,-1,0.198801,0.153,1,30,30,london-0000030
incremental,2,2b,-1,60295492,60295492,-1,0.363846,0.118,1,30,30,london-0000030
incremental,3,1a,-1,108525806,108525806,-1,0.654887,0.376,1,30,30,london-0000030
incremental,3,1b,-1,127818266,127818266,-1,0.771305,0.183,1,30,30,london-0000030
incremental,3,2a,-1,115259660,115259660,-1,0.695522,0.209,1,30,30,london-0000030
incremental,3,2b,-1,121214540,121214540,-1,0.731456,0.183,1,30,30,london-0000030
incremental,1,1a,-1,130470776878,130470776878,-1,0.650469,0.189,1,30,30,stars-0000030
incremental,1,1b,-1,106646152940,106646152940,-1,0.531690,0.169,1,30,30,stars-0000030
incremental,1,2a,-1,144022258990,144022258990,-1,0.718031,0.174,1,30,30,stars-0000030
incremental,1,2b,-1,105127081130,105127081130,-1,0.524117,0.206,1,30,30,stars-0000030
incremental,2,1a,-1,59175426204,59175426204,-1,0.295022,0.155,1,30,30,stars-0000030
incremental,2,1b,-1,47971262310,47971262310,-1,0.239163,0.105,1,30,30,stars-0000030
incremental,2,2a,-1,51830180304,51830180304,-1,0.258402,0.107,1,30,30,stars-0000030
incremental,2,2b,-1,67189906410,67189906410,-1,0.334979,0.169,1,30,30,stars-0000030
incremental,3,1a,-1,174611503610,174611503610,-1,0.870535,0.128,1,30,30,stars-0000030
incremental,3,1b,-1,161637668666,161637668666,-1,0.805854,0.148,1,30,30,stars-0000030
incremental,3,2a,-1,163819613708,163819613708,-1,0.816732,0.102,1,30,30,stars-0000030
incremental,3,2b,-1,164561381210,164561381210,-1,0.820430,0.137,1,30,30,stars-0000030
incremental,1,1a,-1,1722174,1722174,-1,0.487804,0.347,1,35,35,uniform-0000035-2
incremental,1,1b,-1,1926034,1926034,-1,0.545547,0.211,1,35,35,uniform-0000035-2
incremental,1,2a,-1,2079614,2079614,-1,0.589048,0.197,1,35,35,uniform-0000035-2
incremental,1,2b,-1,2436704,2436704,-1,0.690194,0.234,1,35,35,uniform-0000035-2
incremental,2,1a,-1,1169738,1169738,-1,0.331327,0.149,1,35,35,uniform-0000035-2
incremental,2,1b,-1,1080572,1080572,-1,0.306071,0.117,1,35,35,uniform-0000035-2
incremental,2,2a,-1,1016932,1016932,-1,0.288045,0.134,1,35,35,uniform-0000035-2
incremental,2,2b,-1,1166352,1166352,-1,0.330368,0.204,1,35,35,uniform-0000035-2
incremental,3,1a,-1,2537012,2537012,-1,0.718606,0.179,1,35,35,uniform-0000035-2
incremental,3,1b,-1,2851020,2851020,-1,0.807548,0.193,1,35,35,uniform-0000035-2
incremental,3,2a,-1,2648400,2648400,-1,0.750156,0.159,1,35,35,uniform-0000035-2
incremental,3,2b,-1,2683840,2683840,-1,0.760195,0.156,1,35,35,uniform-0000035-2
incremental,1,1a,-1,127710019722,127710019722,-1,0.524709,0.167,1,35,35,stars-0000035
incremental,1,1b,-1,141912463474,141912463474,-1,0.583061,0.201,1,35,35,stars-0000035
incremental,1,2a,-1,140006198500,140006198500,-1,0.575229,0.209,1,35,35,stars-0000035
incremental,1,2b,-1,136164846256,136164846256,-1,0.559446,0.236,1,35,35,stars-0000035
incremental,2,1a,-1,76048216358,76048216358,-1,0.312451,0.146,1,35,35,stars-0000035
incremental,2,1b,-1,88781272736,88781272736,-1,0.364766,0.096,1,35,35,stars-0000035
incremental,2,2a,-1,71952765632,71952765632,-1,0.295625,0.172,1,35,35,stars-0000035
incremental,2,2b,-1,77430467776,77430467776,-1,0.318131,0.183,1,35,35,stars-0000035
incremental,3,1a,-1,200114087890,200114087890,-1,0.822188,0.186,1,35,35,stars-0000035
incremental,3,1b,-1,163061548124,163061548124,-1,0.669954,0.158,1,35,35,stars-0000035
incremental,3,2a,-1,176237347084,176237347084,-1,0.724088,0.172,1,35,35,stars-0000035
incremental,3,2b,-1,173877361620,173877361620,-1,0.714392,0.204,1,35,35,stars-0000035
incremental,1,1a,-1,2270796,2270796,-1,0.649078,0.164,1,35,35,uniform-0000035-1
incremental,1,1b,-1,2181414,2181414,-1,0.623529,0.154,1,35,35,uniform-0000035-1
incremental,1,2a,-1,2106572,2106572,-1,0.602137,0.238,1,35,35,uniform-0000035-1
incremental,1,2b,-1,2367688,2367688,-1,0.676773,0.289,1,35,35,uniform-0000035-1
incremental,2,1a,-1,1394656,1394656,-1,0.398645,0.157,1,35,35,uniform-0000035-1
incremental,2,1b,-1,1155740,1155740,-1,0.330354,0.115,1,35,35,uniform-0000035-1
incremental,2,2a,-1,1341666,1341666,-1,0.383498,0.153,1,35,35,uniform-0000035-1
incremental,2,2b,-1,1221064,1221064,-1,0.349026,0.165,1,35,35,uniform-0000035-1
incremental,3,1a,-1,2889548,2889548,-1,0.825941,0.19,1,35,35,uniform-0000035-1
incremental,3,1b,-1,2387440,2387440,-1,0.682419,0.184,1,35,35,uniform-0000035-1
incremental,3,2a,-1,2860300,2860300,-1,0.817580,0.195,1,35,35,uniform-0000035-1
incremental,3,2b,-1,2674456,2674456,-1,0.764459,0.24,1,35,35,uniform-0000035-1
incremental,1,1a,-1,100526542,100526542,-1,0.431628,0.156,1,35,35,london-0000035
incremental,1,1b,-1,139177772,139177772,-1,0.597583,0.167,1,35,35,london-0000035
incremental,1,2a,-1,133618642,133618642,-1,0.573714,0.228,1,35,35,london-0000035
incremental,1,2b,-1,123342404,123342404,-1,0.529592,0.168,1,35,35,london-0000035
incremental,2,1a,-1,84856568,84856568,-1,0.364346,0.108,1,35,35,london-0000035
incremental,2,1b,-1,54037294,54037294,-1,0.232018,0.131,1,35,35,london-0000035
incremental,2,2a,-1,80078468,80078468,-1,0.343831,0.148,1,35,35,london-0000035
incremental,2,2b,-1,96269192,96269192,-1,0.413348,0.207,1,35,35,london-0000035
incremental,3,1a,-1,184523952,184523952,-1,0.792285,0.319,1,35,35,london-0000035
incremental,3,1b,-1,174363134,174363134,-1,0.748658,0.196,1,35,35,london-0000035
incremental,3,2a,-1,165653928,165653928,-1,0.711263,0.274,1,35,35,london-0000035
incremental,3,2b,-1,171917496,171917496,-1,0.738157,0.217,1,35,35,london-0000035
incremental,1,1a,-1,25356170,25356170,-1,0.514850,0.266,1,35,35,euro-night-0000035
incremental,1,1b,-1,26929300,26929300,-1,0.546792,0.148,1,35,35,euro-night-0000035
incremental,1,2a,-1,26189430,26189430,-1,0.531769,0.213,1,35,35,euro-night-0000035
incremental,1,2b,-1,25595956,25595956,-1,0.519719,0.222,1,35,35,euro-night-0000035
incremental,2,1a,-1,11575814,11575814,-1,0.235044,0.14,1,35,35,euro-night-0000035
incremental,2,1b,-1,14843600,14843600,-1,0.301395,0.118,1,35,35,euro-night-0000035
incremental,2,2a,-1,15371458,15371458,-1,0.312113,0.146,1,35,35,euro-night-0000035
incremental,2,2b,-1,17516698,17516698,-1,0.355672,0.129,1,35,35,euro-night-0000035
incremental,3,1a,-1,36821088,36821088,-1,0.747642,0.186,1,35,35,euro-night-0000035
incremental,3,1b,-1,35191582,35191582,-1,0.714555,0.176,1,35,35,euro-night-0000035
incremental,3,2a,-1,38643000,38643000,-1,0.784635,0.238,1,35,35,euro-night-0000035
incremental,3,2b,-1,41037006,41037006,-1,0.833245,0.219,1,35,35,euro-night-0000035
incremental,1,1a,-1,50486106,50486106,-1,0.601494,0.36,1,35,35,us-night-0000035
incremental,1,1b,-1,48683164,48683164,-1,0.580013,0.171,1,35,35,us-night-0000035
incremental,1,2a,-1,57566456,57566456,-1,0.685849,0.241,1,35,35,us-night-0000035
incremental,1,2b,-1,52476164,52476164,-1,0.625203,0.185,1,35,35,us-night-0000035
incremental,2,1a,-1,23257814,23257814,-1,0.277095,0.184,1,35,35,us-night-0000035
incremental,2,1b,-1,39054306,39054306,-1,0.465295,0.151,1,35,35,us-night-0000035
incremental,2,2a,-1,25971270,25971270,-1,0.309423,0.185,1,35,35,us-night-0000035
incremental,2,2b,-1,12957590,12957590,-1,0.154377,0.22,1,35,35,us-night-0000035
incremental,3,1a,-1,63683792,63683792,-1,0.758731,0.169,1,35,35,us-night-0000035
incremental,3,1b,-1,66605400,66605400,-1,0.793540,0.196,1,35,35,us-night-0000035
incremental,3,2a,-1,68027970,68027970,-1,0.810488,0.239,1,35,35,us-night-0000035
incremental,3,2b,-1,66415836,66415836,-1,0.791281,0.246,1,35,35,us-night-0000035
incremental,1,1a,-1,115153042,115153042,-1,0.484561,0.185,1,40,40,london-0000040
incremental,1,1b,-1,126843990,126843990,-1,0.533757,0.353,1,40,40,london-0000040
incremental,1,2a,-1,127925352,127925352,-1,0.538307,0.204,1,40,40,london-0000040
incremental,1,2b,-1,107235538,107235538,-1,0.451245,0.391,1,40,40,london-0000040
incremental,2,1a,-1,70519386,70519386,-1,0.296744,0.34,1,40,40,london-0000040
incremental,2,1b,-1,74106396,74106396,-1,0.311838,0.16,1,40,40,london-0000040
incremental,2,2a,-1,95895454,95895454,-1,0.403526,0.148,1,40,40,london-0000040
incremental,2,2b,-1,80768136,80768136,-1,0.339871,0.157,1,40,40,london-0000040
incremental,3,1a,-1,184331374,184331374,-1,0.775662,0.222,1,40,40,london-0000040
incremental,3,1b,-1,172680852,172680852,-1,0.726637,0.163,1,40,40,london-0000040
incremental,3,2a,-1,163095096,163095096,-1,0.686301,0.224,1,40,40,london-0000040
incremental,3,2b,-1,160848934,160848934,-1,0.676849,0.203,1,40,40,london-0000040
incremental,1,1a,-1,2449062,2449062,-1,0.506981,0.148,1,40,40,uniform-0000040-1
incremental,1,1b,-1,2971136,2971136,-1,0.615055,0.161,1,40,40,uniform-0000040-1
incremental,1,2a,-1,2925218,2925218,-1,0.605550,0.249,1,40,40,uniform-0000040-1
incremental,1,2b,-1,2551726,2551726,-1,0.528233,0.23,1,40,40,uniform-0000040-1
incremental,2,1a,-1,1912008,1912008,-1,0.395805,0.145,1,40,40,uniform-0000040-1
incremental,2,1b,-1,1669552,1669552,-1,0.345614,0.174,1,40,40,uniform-0000040-1
incremental,2,2a,-1,1578862,1578862,-1,0.326840,0.224,1,40,40,uniform-0000040-1
incremental,2,2b,-1,2089662,2089662,-1,0.432581,0.151,1,40,40,uniform-0000040-1
incremental,3,1a,-1,3701422,3701422,-1,0.766232,0.116,1,40,40,uniform-0000040-1
incremental,3,1b,-1,3746510,3746510,-1,0.775565,0.14,1,40,40,uniform-0000040-1
incremental,3,2a,-1,3654470,3654470,-1,0.756512,0.158,1,40,40,uniform-0000040-1
incremental,3,2b,-1,3466768,3466768,-1,0.717656,0.168,1,40,40,uniform-0000040-1
incremental,1,1a,-1,123866328948,123866328948,-1,0.584345,0.175,1,40,40,stars-0000040
incremental,1,1b,-1,98797474888,98797474888,-1,0.466082,0.193,1,40,40,stars-0000040
incremental,1,2a,-1,105083691786,105083691786,-1,0.495737,0.404,1,40,40,stars-0000040
incremental,1,2b,-1,117576012250,117576012250,-1,0.554670,0.242,1,40,40,stars-0000040
incremental,2,1a,-1,96666700384,96666700384,-1,0.456030,0.182,1,40,40,stars-0000040
incremental,2,1b,-1,92672512138,92672512138,-1,0.437187,0.276,1,40,40,stars-0000040
incremental,2,2a,-1,77568085880,77568085880,-1,0.365931,0.163,1,40,40,stars-0000040
incremental,2,2b,-1,66554470518,66554470518,-1,0.313974,0.185,1,40,40,stars-0000040
incremental,3,1a,-1,155749954232,155749954232,-1,0.734757,0.154,1,40,40,stars-0000040
incremental,3,1b,-1,154183007080,154183007080,-1,0.727365,0.199,1,40,40,stars-0000040
incremental,3,2a,-1,157368419458,157368419458,-1,0.742393,0.379,1,40,40,stars-0000040
incremental,3,2b,-1,144359759890,144359759890,-1,0.681024,0.215,1,40,40,stars-0000040
incremental,1,1a,-1,39121780,39121780,-1,0.536369,0.281,1,40,40,us-night-0000040
incremental,1,1b,-1,49968994,49968994,-1,0.685087,0.238,1,40,40,us-night-0000040
incremental,1,2a,-1,39507978,39507978,-1,0.541664,0.256,1,40,40,us-night-0000040
incremental,1,2b,-1,30980832,30980832,-1,0.424755,0.444,1,40,40,us-night-0000040
incremental,2,1a,-1,18147884,18147884,-1,0.248812,0.272,1,40,40,us-night-0000040
incremental,2,1b,-1,42339354,42339354,-1,0.580483,0.163,1,40,40,us-night-0000040
incremental,2,2a,-1,19542848,19542848,-1,0.267937,0.237,1,40,40,us-night-0000040
incremental,2,2b,-1,11651706,11651706,-1,0.159748,0.196,1,40,40,us-night-0000040
incremental,3,1a,-1,46539966,46539966,-1,0.638075,0.189,1,40,40,us-night-0000040
incremental,3,1b,-1,64492792,64492792,-1,0.884212,0.224,1,40,40,us-night-0000040
incremental,3,2a,-1,62822758,62822758,-1,0.861316,0.539,1,40,40,us-night-0000040
incremental,3,2b,-1,50132076,50132076,-1,0.687323,0.343,1,40,40,us-night-0000040
incremental,1,1a,-1,21681512,21681512,-1,0.427060,0.264,1,40,40,euro-night-0000040
incremental,1,1b,-1,21367866,21367866,-1,0.420882,0.251,1,40,40,euro-night-0000040
incremental,1,2a,-1,27211610,27211610,-1,0.535986,0.285,1,40,40,euro-night-0000040
incremental,1,2b,-1,20548890,20548890,-1,0.404751,0.207,1,40,40,euro-night-0000040
incremental,2,1a,-1,9536954,9536954,-1,0.187849,0.172,1,40,40,euro-night-0000040
incremental,2,1b,-1,13299560,13299560,-1,0.261961,0.158,1,40,40,euro-night-0000040
incremental,2,2a,-1,17158022,17158022,-1,0.337961,0.216,1,40,40,euro-night-0000040
incremental,2,2b,-1,12165002,12165002,-1,0.239614,0.196,1,40,40,euro-night-0000040
incremental,3,1a,-1,41499354,41499354,-1,0.817412,0.185,1,40,40,euro-night-0000040
incremental,3,1b,-1,38152232,38152232,-1,0.751484,0.214,1,40,40,euro-night-0000040
incremental,3,2a,-1,34303624,34303624,-1,0.675678,0.191,1,40,40,euro-night-0000040
incremental,3,2b,-1,40058514,40058514,-1,0.789032,0.223,1,40,40,euro-night-0000040
incremental,1,1a,-1,2429106,2429106,-1,0.533927,0.239,1,40,40,uniform-0000040-2
incremental,1,1b,-1,2751686,2751686,-1,0.604831,0.158,1,40,40,uniform-0000040-2
incremental,1,2a,-1,2574526,2574526,-1,0.565891,0.325,1,40,40,uniform-0000040-2
incremental,1,2b,-1,2441496,2441496,-1,0.536650,0.232,1,40,40,uniform-0000040-2
incremental,2,1a,-1,1370942,1370942,-1,0.301338,0.157,1,40,40,uniform-0000040-2
incremental,2,1b,-1,1402978,1402978,-1,0.308380,0.146,1,40,40,uniform-0000040-2
incremental,2,2a,-1,1324194,1324194,-1,0.291063,0.167,1,40,40,uniform-0000040-2
incremental,2,2b,-1,1723564,1723564,-1,0.378846,0.169,1,40,40,uniform-0000040-2
incremental,3,1a,-1,3428262,3428262,-1,0.753545,0.124,1,40,40,uniform-0000040-2
incremental,3,1b,-1,3660288,3660288,-1,0.804545,0.256,1,40,40,uniform-0000040-2
incremental,3,2a,-1,3412206,3412206,-1,0.750016,0.235,1,40,40,uniform-0000040-2
incremental,3,2b,-1,3614208,3614208,-1,0.794417,0.264,1,40,40,uniform-0000040-2
incremental,1,1a,-1,3335968,3335968,-1,0.587094,0.257,1,45,45,uniform-0000045-2
incremental,1,1b,-1,2648516,2648516,-1,0.466110,0.202,1,45,45,uniform-0000045-2
incremental,1,2a,-1,3140010,3140010,-1,0.552608,0.239,1,45,45,uniform-0000045-2
incremental,1,2b,-1,3410756,3410756,-1,0.600256,0.286,1,45,45,uniform-0000045-2
incremental,2,1a,-1,1606084,1606084,-1,0.282653,0.239,1,45,45,uniform-0000045-2
incremental,2,1b,-1,1732464,1732464,-1,0.304895,0.159,1,45,45,uniform-0000045-2
incremental,2,2a,-1,1845642,1845642,-1,0.324813,0.219,1,45,45,uniform-0000045-2
incremental,2,2b,-1,1891648,1891648,-1,0.332910,0.215,1,45,45,uniform-0000045-2
incremental,3,1a,-1,4221090,4221090,-1,0.742866,0.2,1,45,45,uniform-0000045-2
incremental,3,1b,-1,4205034,4205034,-1,0.740040,0.261,1,45,45,uniform-0000045-2
incremental,3,2a,-1,4144934,4144934,-1,0.729463,0.309,1,45,45,uniform-0000045-2
incremental,3,2b,-1,4046704,4046704,-1,0.712176,0.439,1,45,45,uniform-0000045-2
incremental,1,1a,-1,39713414,39713414,-1,0.495156,0.227,1,45,45,us-night-0000045
incremental,1,1b,-1,56863190,56863190,-1,0.708983,0.497,1,45,45,us-night-0000045
incremental,1,2a,-1,37542936,37542936,-1,0.468094,0.254,1,45,45,us-night-0000045
incremental,1,2b,-1,48237320,48237320,-1,0.601434,0.336,1,45,45,us-night-0000045
incremental,2,1a,-1,17930724,17930724,-1,0.223564,0.286,1,45,45,us-night-0000045
incremental,2,1b,-1,24454856,24454856,-1,0.304909,0.215,1,45,45,us-night-0000045
incremental,2,2a,-1,14098434,14098434,-1,0.175783,0.224,1,45,45,us-night-0000045
incremental,2,2b,-1,16351336,16351336,-1,0.203872,0.195,1,45,45,us-night-0000045
incremental,3,1a,-1,50376018,50376018,-1,0.628100,0.187,1,45,45,us-night-0000045
incremental,3,1b,-1,65855018,65855018,-1,0.821095,0.347,1,45,45,us-night-0000045
incremental,3,2a,-1,58725166,58725166,-1,0.732199,0.201,1,45,45,us-night-0000045
incremental,3,2b,-1,64742256,64742256,-1,0.807221,0.295,1,45,45,us-night-0000045
incremental,1,1a,-1,150736520,150736520,-1,0.509257,0.287,1,45,45,london-0000045
incremental,1,1b,-1,115616458,115616458,-1,0.390605,0.285,1,45,45,london-0000045
incremental,1,2a,-1,159590164,159590164,-1,0.539168,0.396,1,45,45,london-0000045
incremental,1,2b,-1,153203330,153203330,-1,0.517591,0.317,1,45,45,london-0000045
incremental,2,1a,-1,106254774,106254774,-1,0.358977,0.197,1,45,45,london-0000045
incremental,2,1b,-1,77864574,77864574,-1,0.263062,0.176,1,45,45,london-0000045
incremental,2,2a,-1,98223776,98223776,-1,0.331845,0.186,1,45,45,london-0000045
incremental,2,2b,-1,89190704,89190704,-1,0.301327,0.184,1,45,45,london-0000045
incremental,3,1a,-1,223371522,223371522,-1,0.754651,0.732,1,45,45,london-0000045
incremental,3,1b,-1,207867616,207867616,-1,0.702271,0.322,1,45,45,london-0000045
incremental,3,2a,-1,203265950,203265950,-1,0.686725,0.316,1,45,45,london-0000045
incremental,3,2b,-1,234871960,234871960,-1,0.793504,0.517,1,45,45,london-0000045
incremental,1,1a,-1,3150012,3150012,-1,0.602164,0.234,1,45,45,uniform-0000045-1
incremental,1,1b,-1,3079594,3079594,-1,0.588703,0.189,1,45,45,uniform-0000045-1
incremental,1,2a,-1,2834454,2834454,-1,0.541841,0.216,1,45,45,uniform-0000045-1
incremental,1,2b,-1,3651006,3651006,-1,0.697936,0.399,1,45,45,uniform-0000045-1
incremental,2,1a,-1,2001582,2001582,-1,0.382628,0.164,1,45,45,uniform-0000045-1
incremental,2,1b,-1,1599508,1599508,-1,0.305766,0.153,1,45,45,uniform-0000045-1
incremental,2,2a,-1,1849858,1849858,-1,0.353624,0.189,1,45,45,uniform-0000045-1
incremental,2,2b,-1,1635282,1635282,-1,0.312605,0.19,1,45,45,uniform-0000045-1
incremental,3,1a,-1,4150944,4150944,-1,0.793505,0.225,1,45,45,uniform-0000045-1
incremental,3,1b,-1,3782370,3782370,-1,0.723048,0.175,1,45,45,uniform-0000045-1
incremental,3,2a,-1,3646148,3646148,-1,0.697007,0.17,1,45,45,uniform-0000045-1
incremental,3,2b,-1,4045164,4045164,-1,0.773284,0.294,1,45,45,uniform-0000045-1
incremental,1,1a,-1,23570224,23570224,-1,0.456056,0.259,1,45,45,euro-night-0000045
incremental,1,1b,-1,27983352,27983352,-1,0.541444,0.196,1,45,45,euro-night-0000045
incremental,1,2a,-1,26853744,26853744,-1,0.519588,0.244,1,45,45,euro-night-0000045
