algorithm,edge_selection,inc_init,onion_init,area,cgal_area,pick_area,poly_to_ch_ratio,time,is_simple,points,points_on_poly,in_file
incremental,3,1b,-1,247308047038,247308047038,-1,0.700811,4.319,1,400,400,stars-0000400
incremental,3,2a,-1,249537906764,249537906764,-1,0.707130,7.721,1,400,400,stars-0000400
incremental,3,2b,-1,248308805796,248308805796,-1,0.703647,13.355,1,400,400,stars-0000400
incremental,1,1a,-1,153622320,153622320,-1,0.521030,5.231,1,400,400,paris-0000400
incremental,1,1b,-1,140009742,140009742,-1,0.474861,6.38,1,400,400,paris-0000400
incremental,1,2a,-1,148856468,148856468,-1,0.504866,5.638,1,400,400,paris-0000400
incremental,1,2b,-1,150896956,150896956,-1,0.511786,4.524,1,400,400,paris-0000400
incremental,2,1a,-1,65369404,65369404,-1,0.221709,4.332,1,400,400,paris-0000400
incremental,2,1b,-1,73576748,73576748,-1,0.249545,3.374,1,400,400,paris-0000400
incremental,2,2a,-1,72238262,72238262,-1,0.245005,6.139,1,400,400,paris-0000400
incremental,2,2b,-1,62602104,62602104,-1,0.212323,8.185,1,400,400,paris-0000400
incremental,3,1a,-1,202975436,202975436,-1,0.688417,7.685,1,400,400,paris-0000400
incremental,3,1b,-1,203101612,203101612,-1,0.688845,8.398,1,400,400,paris-0000400
incremental,3,2a,-1,207734224,207734224,-1,0.704557,9.153,1,400,400,paris-0000400
incremental,3,2b,-1,215846862,215846862,-1,0.732072,12.401,1,400,400,paris-0000400
incremental,1,1a,-1,59708980,59708980,-1,0.524797,11.645,1,400,400,us-night-0000400
incremental,1,1b,-1,48551954,48551954,-1,0.426735,7.564,1,400,400,us-night-0000400
incremental,1,2a,-1,61333298,61333298,-1,0.539073,10.129,1,400,400,us-night-0000400
incremental,1,2b,-1,54606352,54606352,-1,0.479948,6.535,1,400,400,us-night-0000400
incremental,2,1a,-1,18203418,18203418,-1,0.159994,7.685,1,400,400,us-night-0000400
incremental,2,1b,-1,20540020,20540020,-1,0.180531,5.468,1,400,400,us-night-0000400
incremental,2,2a,-1,22220728,22220728,-1,0.195303,12.048,1,400,400,us-night-0000400
incremental,2,2b,-1,20023386,20023386,-1,0.175990,19.658,1,400,400,us-night-0000400
incremental,3,1a,-1,85013992,85013992,-1,0.747209,30.957,1,400,400,us-night-0000400
incremental,3,1b,-1,81143146,81143146,-1,0.713187,15.161,1,400,400,us-night-0000400
incremental,3,2a,-1,88303772,88303772,-1,0.776123,7.794,1,400,400,us-night-0000400
incremental,3,2b,-1,85650720,85650720,-1,0.752805,27.131,1,400,400,us-night-0000400
incremental,1,1a,-1,290781766,290781766,-1,0.528866,3.832,1,400,400,uniform-0000400-1
incremental,1,1b,-1,277285594,277285594,-1,0.504319,4.164,1,400,400,uniform-0000400-1
incremental,1,2a,-1,260548916,260548916,-1,0.473879,4.916,1,400,400,uniform-0000400-1
incremental,1,2b,-1,274314454,274314454,-1,0.498915,6.145,1,400,400,uniform-0000400-1
incremental,2,1a,-1,170167098,170167098,-1,0.309495,3.206,1,400,400,uniform-0000400-1
incremental,2,1b,-1,160558562,160558562,-1,0.292019,3.488,1,400,400,uniform-0000400-1
incremental,2,2a,-1,156446978,156446978,-1,0.284541,3.819,1,400,400,uniform-0000400-1
incremental,2,2b,-1,161646522,161646522,-1,0.293998,6.658,1,400,400,uniform-0000400-1
incremental,3,1a,-1,399314072,399314072,-1,0.726261,7.749,1,400,400,uniform-0000400-1
incremental,3,1b,-1,391696026,391696026,-1,0.712406,5.119,1,400,400,uniform-0000400-1
incremental,3,2a,-1,377071512,377071512,-1,0.685807,5.795,1,400,400,uniform-0000400-1
incremental,3,2b,-1,381475130,381475130,-1,0.693816,7.69,1,400,400,uniform-0000400-1
incremental,1,1a,-1,37234200,37234200,-1,0.457107,6.82,1,400,400,euro-night-0000400
incremental,1,1b,-1,32771288,32771288,-1,0.402318,7.422,1,400,400,euro-night-0000400
incremental,1,2a,-1,37164124,37164124,-1,0.456247,17.507,1,400,400,euro-night-0000400
incremental,1,2b,-1,38840344,38840344,-1,0.476825,16.836,1,400,400,euro-night-0000400
incremental,2,1a,-1,17325028,17325028,-1,0.212691,4.767,1,400,400,euro-night-0000400
incremental,2,1b,-1,16947534,16947534,-1,0.208057,4.961,1,400,400,euro-night-0000400
incremental,2,2a,-1,18034622,18034622,-1,0.221403,9.712,1,400,400,euro-night-0000400
incremental,2,2b,-1,17635566,17635566,-1,0.216504,9.993,1,400,400,euro-night-0000400
incremental,3,1a,-1,59954950,59954950,-1,0.736039,15.76,1,400,400,euro-night-0000400
incremental,3,1b,-1,54657938,54657938,-1,0.671010,8.216,1,400,400,euro-night-0000400
incremental,3,2a,-1,59710596,59710596,-1,0.733039,18.668,1,400,400,euro-night-0000400
incremental,3,2b,-1,58946308,58946308,-1,0.723656,22.387,1,400,400,euro-night-0000400
incremental,1,1a,-1,57549930,57549930,-1,0.462321,19.134,1,500,500,us-night-0000500
incremental,1,1b,-1,48571226,48571226,-1,0.390191,13.032,1,500,500,us-night-0000500
incremental,1,2a,-1,62977370,62977370,-1,0.505921,19.05,1,500,500,us-night-0000500
incremental,1,2b,-1,55677202,55677202,-1,0.447276,20.163,1,500,500,us-night-0000500
incremental,2,1a,-1,15496916,15496916,-1,0.124493,13.81,1,500,500,us-night-0000500
incremental,2,1b,-1,17475916,17475916,-1,0.140391,14.508,1,500,500,us-night-0000500
incremental,2,2a,-1,19768784,19768784,-1,0.158810,51.949,1,500,500,us-night-0000500
incremental,2,2b,-1,21839116,21839116,-1,0.175442,12.269,1,500,500,us-night-0000500
incremental,3,1a,-1,93115604,93115604,-1,0.748033,39.757,1,500,500,us-night-0000500
incremental,3,1b,-1,92910420,92910420,-1,0.746385,67.495,1,500,500,us-night-0000500
incremental,3,2a,-1,96501508,96501508,-1,0.775234,11.428,1,500,500,us-night-0000500
incremental,3,2b,-1,93703648,93703648,-1,0.752757,84.308,1,500,500,us-night-0000500
incremental,1,1a,-1,126897544,126897544,-1,0.426412,12.08,1,500,500,paris-0000500
incremental,1,1b,-1,143052412,143052412,-1,0.480696,21.492,1,500,500,paris-0000500
incremental,1,2a,-1,144007326,144007326,-1,0.483905,11.373,1,500,500,paris-0000500
incremental,1,2b,-1,134138020,134138020,-1,0.450742,11.091,1,500,500,paris-0000500
incremental,2,1a,-1,72832044,72832044,-1,0.244736,9.683,1,500,500,paris-0000500
incremental,2,1b,-1,66856288,66856288,-1,0.224656,5.523,1,500,500,paris-0000500
incremental,2,2a,-1,68048360,68048360,-1,0.228662,8.005,1,500,500,paris-0000500
incremental,2,2b,-1,76049440,76049440,-1,0.255548,9.331,1,500,500,paris-0000500
incremental,3,1a,-1,213991996,213991996,-1,0.719074,11.299,1,500,500,paris-0000500
incremental,3,1b,-1,206872070,206872070,-1,0.695149,14.638,1,500,500,paris-0000500
incremental,3,2a,-1,211913454,211913454,-1,0.712089,12.599,1,500,500,paris-0000500
incremental,3,2b,-1,212517756,212517756,-1,0.714120,14.606,1,500,500,paris-0000500
incremental,1,1a,-1,165136419568,165136419568,-1,0.468557,8.947,1,500,500,stars-0000500
incremental,1,1b,-1,168511408898,168511408898,-1,0.478134,10.909,1,500,500,stars-0000500
incremental,1,2a,-1,162584914658,162584914658,-1,0.461318,10.873,1,500,500,stars-0000500
incremental,1,2b,-1,173616756078,173616756078,-1,0.492619,9.618,1,500,500,stars-0000500
incremental,2,1a,-1,78904492768,78904492768,-1,0.223883,6.902,1,500,500,stars-0000500
incremental,2,1b,-1,83018146344,83018146344,-1,0.235555,10.22,1,500,500,stars-0000500
incremental,2,2a,-1,88751885752,88751885752,-1,0.251824,10.566,1,500,500,stars-0000500
incremental,2,2b,-1,90526300268,90526300268,-1,0.256859,7.652,1,500,500,stars-0000500
incremental,3,1a,-1,245743728626,245743728626,-1,0.697272,15.008,1,500,500,stars-0000500
incremental,3,1b,-1,254368179526,254368179526,-1,0.721743,27.335,1,500,500,stars-0000500
incremental,3,2a,-1,245173070800,245173070800,-1,0.695653,11.444,1,500,500,stars-0000500
incremental,3,2b,-1,258535768370,258535768370,-1,0.733568,13.303,1,500,500,stars-0000500
incremental,1,1a,-1,40853762,40853762,-1,0.492548,9.822,1,500,500,euro-night-0000500
incremental,1,1b,-1,34711002,34711002,-1,0.418488,5.579,1,500,500,euro-night-0000500
incremental,1,2a,-1,31319636,31319636,-1,0.377601,8.279,1,500,500,euro-night-0000500
incremental,1,2b,-1,34417072,34417072,-1,0.414945,6.519,1,500,500,euro-night-0000500
incremental,2,1a,-1,15942030,15942030,-1,0.192203,8.775,1,500,500,euro-night-0000500
incremental,2,1b,-1,16544634,16544634,-1,0.199468,7.598,1,500,500,euro-night-0000500
incremental,2,2a,-1,14100864,14100864,-1,0.170005,21.604,1,500,500,euro-night-0000500
incremental,2,2b,-1,17374770,17374770,-1,0.209477,7.921,1,500,500,euro-night-0000500
incremental,3,1a,-1,62368024,62368024,-1,0.751932,58.438,1,500,500,euro-night-0000500
incremental,3,1b,-1,61112524,61112524,-1,0.736795,22.882,1,500,500,euro-night-0000500
incremental,3,2a,-1,60551358,60551358,-1,0.730029,71.784,1,500,500,euro-night-0000500
incremental,3,2b,-1,63800108,63800108,-1,0.769197,54.372,1,500,500,euro-night-0000500
incremental,1,1a,-1,419389510,419389510,-1,0.481829,4.007,1,500,500,uniform-0000500-2
incremental,1,1b,-1,397695016,397695016,-1,0.456905,4.843,1,500,500,uniform-0000500-2
incremental,1,2a,-1,434736762,434736762,-1,0.499462,4.7,1,500,500,uniform-0000500-2
incremental,1,2b,-1,414773712,414773712,-1,0.476526,5.45,1,500,500,uniform-0000500-2
incremental,2,1a,-1,210606518,210606518,-1,0.241962,5.914,1,500,500,uniform-0000500-2
incremental,2,1b,-1,244012712,244012712,-1,0.280342,5.016,1,500,500,uniform-0000500-2
incremental,2,2a,-1,256140826,256140826,-1,0.294276,6.972,1,500,500,uniform-0000500-2
incremental,2,2b,-1,249357330,249357330,-1,0.286482,9.84,1,500,500,uniform-0000500-2
incremental,3,1a,-1,588961990,588961990,-1,0.676648,6.978,1,500,500,uniform-0000500-2
incremental,3,1b,-1,609018646,609018646,-1,0.699691,7.611,1,500,500,uniform-0000500-2
incremental,3,2a,-1,620412684,620412684,-1,0.712781,10.412,1,500,500,uniform-0000500-2
incremental,3,2b,-1,607965982,607965982,-1,0.698482,10.124,1,500,500,uniform-0000500-2
incremental,1,1a,-1,413540056,413540056,-1,0.476173,4.565,1,500,500,uniform-0000500-1
incremental,1,1b,-1,429096070,429096070,-1,0.494085,6.501,1,500,500,uniform-0000500-1
incremental,1,2a,-1,406465018,406465018,-1,0.468027,4.185,1,500,500,uniform-0000500-1
incremental,1,2b,-1,412845906,412845906,-1,0.475374,4.535,1,500,500,uniform-0000500-1
incremental,2,1a,-1,263509754,263509754,-1,0.303420,4.697,1,500,500,uniform-0000500-1
incremental,2,1b,-1,256010550,256010550,-1,0.294785,4.297,1,500,500,uniform-0000500-1
incremental,2,2a,-1,239825232,239825232,-1,0.276148,15.591,1,500,500,uniform-0000500-1
incremental,2,2b,-1,261596280,261596280,-1,0.301217,6.087,1,500,500,uniform-0000500-1
incremental,3,1a,-1,606856524,606856524,-1,0.698769,5.266,1,500,500,uniform-0000500-1
incremental,3,1b,-1,595369310,595369310,-1,0.685542,5.474,1,500,500,uniform-0000500-1
incremental,3,2a,-1,612353920,612353920,-1,0.705099,6.532,1,500,500,uniform-0000500-1
incremental,3,2b,-1,617665378,617665378,-1,0.711215,6.099,1,500,500,uniform-0000500-1
incremental,1,1a,-1,170852198400,170852198400,-1,0.480532,6.591,1,600,600,stars-0000600
incremental,1,1b,-1,154538255138,154538255138,-1,0.434648,6.775,1,600,600,stars-0000600
incremental,1,2a,-1,162723238562,162723238562,-1,0.457669,7.85,1,600,600,stars-0000600
incremental,1,2b,-1,162079136160,162079136160,-1,0.455857,7.89,1,600,600,stars-0000600
incremental,2,1a,-1,81937285552,81937285552,-1,0.230454,8.865,1,600,600,stars-0000600
incremental,2,1b,-1,90736902496,90736902496,-1,0.255203,7.191,1,600,600,stars-0000600
incremental,2,2a,-1,80971568866,80971568866,-1,0.227737,9.531,1,600,600,stars-0000600
incremental,2,2b,-1,92241029002,92241029002,-1,0.259434,15.564,1,600,600,stars-0000600
incremental,3,1a,-1,255396986632,255396986632,-1,0.718320,10.681,1,600,600,stars-0000600
incremental,3,1b,-1,251777367318,251777367318,-1,0.708139,11.965,1,600,600,stars-0000600
incremental,3,2a,-1,252844368826,252844368826,-1,0.711140,15.212,1,600,600,stars-0000600
incremental,3,2b,-1,250024595270,250024595270,-1,0.703209,13.992,1,600,600,stars-0000600
incremental,1,1a,-1,146861540,146861540,-1,0.487455,6.649,1,600,600,paris-0000600
incremental,1,1b,-1,146883690,146883690,-1,0.487529,6.302,1,600,600,paris-0000600
incremental,1,2a,-1,134968596,134968596,-1,0.447981,7.372,1,600,600,paris-0000600
incremental,1,2b,-1,133995064,133995064,-1,0.444749,8.087,1,600,600,paris-0000600
incremental,2,1a,-1,67668336,67668336,-1,0.224601,6.425,1,600,600,paris-0000600
incremental,2,1b,-1,64434262,64434262,-1,0.213867,8.958,1,600,600,paris-0000600
incremental,2,2a,-1,79550886,79550886,-1,0.264041,15.524,1,600,600,paris-0000600
incremental,2,2b,-1,70678140,70678140,-1,0.234591,10.982,1,600,600,paris-0000600
incremental,3,1a,-1,207744782,207744782,-1,0.689536,49.577,1,600,600,paris-0000600
incremental,3,1b,-1,213729018,213729018,-1,0.709398,20.739,1,600,600,paris-0000600
incremental,3,2a,-1,205201866,205201866,-1,0.681095,10.662,1,600,600,paris-0000600
incremental,3,2b,-1,211825712,211825712,-1,0.703081,11.732,1,600,600,paris-0000600
incremental,1,1a,-1,576144648,576144648,-1,0.456214,6.876,1,600,600,uniform-0000600-1
incremental,1,1b,-1,608960400,608960400,-1,0.482199,6.528,1,600,600,uniform-0000600-1
incremental,1,2a,-1,576534884,576534884,-1,0.456523,6.798,1,600,600,uniform-0000600-1
incremental,1,2b,-1,580461884,580461884,-1,0.459632,7.289,1,600,600,uniform-0000600-1
incremental,2,1a,-1,351702094,351702094,-1,0.278491,6.92,1,600,600,uniform-0000600-1
incremental,2,1b,-1,370904852,370904852,-1,0.293697,5.957,1,600,600,uniform-0000600-1
incremental,2,2a,-1,357760470,357760470,-1,0.283289,9.91,1,600,600,uniform-0000600-1
incremental,2,2b,-1,367305508,367305508,-1,0.290847,10.5,1,600,600,uniform-0000600-1
incremental,3,1a,-1,880715374,880715374,-1,0.697385,11.203,1,600,600,uniform-0000600-1
incremental,3,1b,-1,895887350,895887350,-1,0.709399,11.841,1,600,600,uniform-0000600-1
incremental,3,2a,-1,906879016,906879016,-1,0.718102,20.375,1,600,600,uniform-0000600-1
incremental,3,2b,-1,888658088,888658088,-1,0.703674,11.712,1,600,600,uniform-0000600-1
incremental,1,1a,-1,42088452,42088452,-1,0.507574,11.37,1,600,600,euro-night-0000600
incremental,1,1b,-1,39036044,39036044,-1,0.470763,13.064,1,600,600,euro-night-0000600
incremental,1,2a,-1,39962494,39962494,-1,0.481936,12.867,1,600,600,euro-night-0000600
incremental,1,2b,-1,38284056,38284056,-1,0.461694,11.06,1,600,600,euro-night-0000600
incremental,2,1a,-1,16415918,16415918,-1,0.197971,23.798,1,600,600,euro-night-0000600
incremental,2,1b,-1,16675216,16675216,-1,0.201098,11.438,1,600,600,euro-night-0000600
incremental,2,2a,-1,16854250,16854250,-1,0.203257,13.615,1,600,600,euro-night-0000600
incremental,2,2b,-1,15735906,15735906,-1,0.189770,16.115,1,600,600,euro-night-0000600
incremental,3,1a,-1,56433574,56433574,-1,0.680572,15.972,1,600,600,euro-night-0000600
incremental,3,1b,-1,59523164,59523164,-1,0.717831,25.326,1,600,600,euro-night-0000600
incremental,3,2a,-1,59616044,59616044,-1,0.718952,27.409,1,600,600,euro-night-0000600
incremental,3,2b,-1,57987552,57987552,-1,0.699312,30.833,1,600,600,euro-night-0000600
incremental,1,1a,-1,50645122,50645122,-1,0.422744,16.071,1,600,600,us-night-0000600
incremental,1,1b,-1,61480672,61480672,-1,0.513190,22.257,1,600,600,us-night-0000600
incremental,1,2a,-1,43805388,43805388,-1,0.365651,10.165,1,600,600,us-night-0000600
incremental,1,2b,-1,55349874,55349874,-1,0.462015,12.595,1,600,600,us-night-0000600
incremental,2,1a,-1,20324282,20324282,-1,0.169650,29.67,1,600,600,us-night-0000600
incremental,2,1b,-1,22201464,22201464,-1,0.185320,22.298,1,600,600,us-night-0000600
incremental,2,2a,-1,18573628,18573628,-1,0.155037,23.214,1,600,600,us-night-0000600
incremental,2,2b,-1,19320450,19320450,-1,0.161271,41.896,1,600,600,us-night-0000600
incremental,3,1a,-1,88871126,88871126,-1,0.741823,51.59,1,600,600,us-night-0000600
incremental,3,1b,-1,85300806,85300806,-1,0.712021,55.604,1,600,600,us-night-0000600
incremental,3,2a,-1,92349870,92349870,-1,0.770861,70.211,1,600,600,us-night-0000600
incremental,3,2b,-1,92664390,92664390,-1,0.773486,24.329,1,600,600,us-night-0000600
incremental,1,1a,-1,636770998,636770998,-1,0.503457,8.254,1,600,600,uniform-0000600-2
incremental,1,1b,-1,658439146,658439146,-1,0.520588,6.504,1,600,600,uniform-0000600-2
incremental,1,2a,-1,666993232,666993232,-1,0.527352,13.474,1,600,600,uniform-0000600-2
incremental,1,2b,-1,623286786,623286786,-1,0.492796,8.055,1,600,600,uniform-0000600-2
incremental,2,1a,-1,363269400,363269400,-1,0.287215,5.903,1,600,600,uniform-0000600-2
incremental,2,1b,-1,365722854,365722854,-1,0.289155,6.058,1,600,600,uniform-0000600-2
incremental,2,2a,-1,379306360,379306360,-1,0.299895,9.367,1,600,600,uniform-0000600-2
incremental,2,2b,-1,319546690,319546690,-1,0.252646,8.46,1,600,600,uniform-0000600-2
incremental,3,1a,-1,875411228,875411228,-1,0.692135,10.205,1,600,600,uniform-0000600-2
incremental,3,1b,-1,851171928,851171928,-1,0.672971,14.196,1,600,600,uniform-0000600-2
incremental,3,2a,-1,859125282,859125282,-1,0.679259,10.357,1,600,600,uniform-0000600-2
incremental,3,2b,-1,868755026,868755026,-1,0.686873,9.71,1,600,600,uniform-0000600-2
incremental,1,1a,-1,41407542,41407542,-1,0.493110,15.432,1,700,700,euro-night-0000700
incremental,1,1b,-1,34534800,34534800,-1,0.411264,11.667,1,700,700,euro-night-0000700
incremental,1,2a,-1,41357792,41357792,-1,0.492517,16.017,1,700,700,euro-night-0000700
incremental,1,2b,-1,31952310,31952310,-1,0.380510,20.091,1,700,700,euro-night-0000700
incremental,2,1a,-1,14912884,14912884,-1,0.177593,10.542,1,700,700,euro-night-0000700
incremental,2,1b,-1,15134452,15134452,-1,0.180232,13.943,1,700,700,euro-night-0000700
incremental,2,2a,-1,16308764,16308764,-1,0.194216,22.809,1,700,700,euro-night-0000700
incremental,2,2b,-1,16362632,16362632,-1,0.194858,21.109,1,700,700,euro-night-0000700
incremental,3,1a,-1,61781836,61781836,-1,0.735741,42.109,1,700,700,euro-night-0000700
incremental,3,1b,-1,62577996,62577996,-1,0.745222,49.487,1,700,700,euro-night-0000700
incremental,3,2a,-1,64767330,64767330,-1,0.771295,170.639,1,700,700,euro-night-0000700
incremental,3,2b,-1,59680038,59680038,-1,0.710712,81.729,1,700,700,euro-night-0000700
incremental,1,1a,-1,869570490,869570490,-1,0.508643,16.085,1,700,700,uniform-0000700-1
incremental,1,1b,-1,835249000,835249000,-1,0.488567,16.734,1,700,700,uniform-0000700-1
incremental,1,2a,-1,837230788,837230788,-1,0.489726,15.174,1,700,700,uniform-0000700-1
incremental,1,2b,-1,857331010,857331010,-1,0.501484,13.7,1,700,700,uniform-0000700-1
incremental,2,1a,-1,522163996,522163996,-1,0.305432,9.318,1,700,700,uniform-0000700-1
incremental,2,1b,-1,502732626,502732626,-1,0.294066,12.461,1,700,700,uniform-0000700-1
incremental,2,2a,-1,483868818,483868818,-1,0.283032,10.091,1,700,700,uniform-0000700-1
incremental,2,2b,-1,463125966,463125966,-1,0.270899,13.167,1,700,700,uniform-0000700-1
incremental,3,1a,-1,1172273498,1172273498,-1,0.685705,12.527,1,700,700,uniform-0000700-1
incremental,3,1b,-1,1208015724,1208015724,-1,0.706612,12.053,1,700,700,uniform-0000700-1
incremental,3,2a,-1,1213599702,1213599702,-1,0.709878,10.689,1,700,700,uniform-0000700-1
incremental,3,2b,-1,1195740228,1195740228,-1,0.699431,11.722,1,700,700,uniform-0000700-1
incremental,1,1a,-1,875603010,875603010,-1,0.506958,11.718,1,700,700,uniform-0000700-2
incremental,1,1b,-1,856301012,856301012,-1,0.495783,11.033,1,700,700,uniform-0000700-2
incremental,1,2a,-1,839576538,839576538,-1,0.486099,11.958,1,700,700,uniform-0000700-2
incremental,1,2b,-1,901151572,901151572,-1,0.521750,19.909,1,700,700,uniform-0000700-2
incremental,2,1a,-1,498481090,498481090,-1,0.288611,7.794,1,700,700,uniform-0000700-2
incremental,2,1b,-1,472200006,472200006,-1,0.273395,20.837,1,700,700,uniform-0000700-2
incremental,2,2a,-1,473486606,473486606,-1,0.274140,6.49,1,700,700,uniform-0000700-2
incremental,2,2b,-1,491041484,491041484,-1,0.284304,17.763,1,700,700,uniform-0000700-2
incremental,3,1a,-1,1148704598,1148704598,-1,0.665079,16.31,1,700,700,uniform-0000700-2
incremental,3,1b,-1,1177292230,1177292230,-1,0.681631,10.309,1,700,700,uniform-0000700-2
incremental,3,2a,-1,1190078436,1190078436,-1,0.689034,12.715,1,700,700,uniform-0000700-2
incremental,3,2b,-1,1204832706,1204832706,-1,0.697576,16.775,1,700,700,uniform-0000700-2
incremental,1,1a,-1,50793524,50793524,-1,0.437299,29.846,1,700,700,us-night-0000700
incremental,1,1b,-1,43108378,43108378,-1,0.371135,25.25,1,700,700,us-night-0000700
incremental,1,2a,-1,44075192,44075192,-1,0.379458,24.285,1,700,700,us-night-0000700
incremental,1,2b,-1,65191616,65191616,-1,0.561257,96.826,1,700,700,us-night-0000700
incremental,2,1a,-1,20119876,20119876,-1,0.173219,17.555,1,700,700,us-night-0000700
incremental,2,1b,-1,16057842,16057842,-1,0.138247,19.773,1,700,700,us-night-0000700
incremental,2,2a,-1,17253722,17253722,-1,0.148543,32.5,1,700,700,us-night-0000700
incremental,2,2b,-1,20899636,20899636,-1,0.179932,53.08,1,700,700,us-night-0000700
incremental,3,1a,-1,85456716,85456716,-1,0.735726,52.547,1,700,700,us-night-0000700
incremental,3,1b,-1,80939660,80939660,-1,0.696837,67.47,1,700,700,us-night-0000700
incremental,3,2a,-1,87299372,87299372,-1,0.751590,23.066,1,700,700,us-night-0000700
incremental,3,2b,-1,91524694,91524694,-1,0.787967,199.584,1,700,700,us-night-0000700
incremental,1,1a,-1,148609074,148609074,-1,0.487495,20.407,1,700,700,paris-0000700
incremental,1,1b,-1,150087378,150087378,-1,0.492344,19.321,1,700,700,paris-0000700
incremental,1,2a,-1,155180148,155180148,-1,0.509051,18.126,1,700,700,paris-0000700
incremental,1,2b,-1,147163610,147163610,-1,0.482753,18.137,1,700,700,paris-0000700
incremental,2,1a,-1,65246296,65246296,-1,0.214033,11.521,1,700,700,paris-0000700
incremental,2,1b,-1,67367640,67367640,-1,0.220992,12.579,1,700,700,paris-0000700
incremental,2,2a,-1,81033322,81033322,-1,0.265820,10.999,1,700,700,paris-0000700
incremental,2,2b,-1,80143738,80143738,-1,0.262902,12.557,1,700,700,paris-0000700
incremental,3,1a,-1,214604626,214604626,-1,0.703986,41.481,1,700,700,paris-0000700
incremental,3,1b,-1,214523108,214523108,-1,0.703718,33.757,1,700,700,paris-0000700
incremental,3,2a,-1,216715310,216715310,-1,0.710910,11.309,1,700,700,paris-0000700
incremental,3,2b,-1,213341918,213341918,-1,0.699844,14.482,1,700,700,paris-0000700
incremental,1,1a,-1,166567487622,166567487622,-1,0.471966,16.12,1,700,700,stars-0000700
incremental,1,1b,-1,160008638520,160008638520,-1,0.453382,16.603,1,700,700,stars-0000700
incremental,1,2a,-1,177736347878,177736347878,-1,0.503613,21.758,1,700,700,stars-0000700
incremental,1,2b,-1,171654639140,171654639140,-1,0.486381,30.343,1,700,700,stars-0000700
incremental,2,1a,-1,84316850204,84316850204,-1,0.238910,10.021,1,700,700,stars-0000700
incremental,2,1b,-1,79033940540,79033940540,-1,0.223941,12.6,1,700,700,stars-0000700
incremental,2,2a,-1,75602008956,75602008956,-1,0.214217,17.052,1,700,700,stars-0000700
incremental,2,2b,-1,76652266084,76652266084,-1,0.217193,19.199,1,700,700,stars-0000700
incremental,3,1a,-1,257312636382,257312636382,-1,0.729091,46.876,1,700,700,stars-0000700
incremental,3,1b,-1,249335079550,249335079550,-1,0.706487,25.891,1,700,700,stars-0000700
incremental,3,2a,-1,249207642602,249207642602,-1,0.706126,38.354,1,700,700,stars-0000700
incremental,3,2b,-1,252541358304,252541358304,-1,0.715572,28.223,1,700,700,stars-0000700
incremental,1,1a,-1,1163761528,1163761528,-1,0.516668,12.642,1,800,800,uniform-0000800-1
incremental,1,1b,-1,1130178700,1130178700,-1,0.501758,16.016,1,800,800,uniform-0000800-1
incremental,1,2a,-1,1130533302,1130533302,-1,0.501916,20.119,1,800,800,uniform-0000800-1
incremental,1,2b,-1,1110465384,1110465384,-1,0.493006,30.14,1,800,800,uniform-0000800-1
incremental,2,1a,-1,695599784,695599784,-1,0.308821,8.976,1,800,800,uniform-0000800-1
incremental,2,1b,-1,619932218,619932218,-1,0.275227,13.712,1,800,800,uniform-0000800-1
incremental,2,2a,-1,648344460,648344460,-1,0.287841,13.533,1,800,800,uniform-0000800-1
incremental,2,2b,-1,668810258,668810258,-1,0.296928,40.631,1,800,800,uniform-0000800-1
incremental,3,1a,-1,1585364804,1585364804,-1,0.703845,14.633,1,800,800,uniform-0000800-1
incremental,3,1b,-1,1566127598,1566127598,-1,0.695304,11.412,1,800,800,uniform-0000800-1
incremental,3,2a,-1,1549134076,1549134076,-1,0.687759,19.48,1,800,800,uniform-0000800-1
incremental,3,2b,-1,1529803178,1529803178,-1,0.679177,16.465,1,800,800,uniform-0000800-1
incremental,1,1a,-1,126207236,126207236,-1,0.411053,23.485,1,800,800,paris-0000800
incremental,1,1b,-1,157944482,157944482,-1,0.514420,19.779,1,800,800,paris-0000800
incremental,1,2a,-1,137659776,137659776,-1,0.448353,24.721,1,800,800,paris-0000800
incremental,1,2b,-1,145598502,145598502,-1,0.474210,25.77,1,800,800,paris-0000800
incremental,2,1a,-1,65797876,65797876,-1,0.214302,12.928,1,800,800,paris-0000800
incremental,2,1b,-1,68069816,68069816,-1,0.221701,14.271,1,800,800,paris-0000800
incremental,2,2a,-1,69458332,69458332,-1,0.226224,13.884,1,800,800,paris-0000800
incremental,2,2b,-1,70475748,70475748,-1,0.229537,19.731,1,800,800,paris-0000800
incremental,3,1a,-1,208429522,208429522,-1,0.678848,37.889,1,800,800,paris-0000800
incremental,3,1b,-1,213275588,213275588,-1,0.694632,29.924,1,800,800,paris-0000800
incremental,3,2a,-1,220773948,220773948,-1,0.719054,79.743,1,800,800,paris-0000800
incremental,3,2b,-1,214185106,214185106,-1,0.697594,32.048,1,800,800,paris-0000800
incremental,1,1a,-1,143593821378,143593821378,-1,0.402015,12.33,1,800,800,stars-0000800
incremental,1,1b,-1,146136220696,146136220696,-1,0.409133,13.888,1,800,800,stars-0000800
incremental,1,2a,-1,170991187028,170991187028,-1,0.478719,10.539,1,800,800,stars-0000800
incremental,1,2b,-1,160983952236,160983952236,-1,0.450702,10.152,1,800,800,stars-0000800
incremental,2,1a,-1,77115516606,77115516606,-1,0.215898,11.224,1,800,800,stars-0000800
incremental,2,1b,-1,73092669568,73092669568,-1,0.204635,12.274,1,800,800,stars-0000800
